"Stakeholder","Province","District","Product","Reporting_Month","Reporting_Year","Health_Facility","opening_balance","received_balance","issue_balance","closing_balance","adjustment_positive","adjustment_negative","avg_consumption","new","old","reporting_date","created_date","last_update","ip_address"
"PPHI","Sindh","Badin","Condom","6","2014","BHU Khalifo Qasim","40","100","40","100","0","0","83","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","POP","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","COC","6","2014","BHU Khalifo Qasim","26","9","29","6","0","0","17","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","ECP","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","Copper-T-380A","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","Multiload","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","2-Month Inj","6","2014","BHU Khalifo Qasim","15","18","31","2","0","0","13","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","3-Month Inj","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","Implanon","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","Jadelle","6","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-6-2014","13-10-2014 13:53:54","13-10-2014 13:53:54","119.159.59.157"
"PPHI","Sindh","Badin","Condom","7","2014","BHU Khalifo Qasim","100","0","0","100","0","0","83","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","POP","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","COC","7","2014","BHU Khalifo Qasim","6","15","16","5","0","0","16","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","ECP","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","Copper-T-380A","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","Multiload","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","2-Month Inj","7","2014","BHU Khalifo Qasim","2","10","12","0","0","0","15","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","3-Month Inj","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","Implanon","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","Jadelle","7","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-7-2014","25-8-2015 16:18:15","25-8-2015 16:25:35","59.103.197.201"
"PPHI","Sindh","Badin","Condom","8","2014","BHU Khalifo Qasim","100","100","125","75","0","0","75","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","POP","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","COC","8","2014","BHU Khalifo Qasim","5","18","12","11","0","0","19","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","ECP","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","Copper-T-380A","8","2014","BHU Khalifo Qasim","0","5","0","5","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","Multiload","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","2-Month Inj","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","15","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","3-Month Inj","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","Implanon","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","Jadelle","8","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-8-2014","26-8-2015 11:20:50","26-8-2015 11:58:35","59.103.206.101"
"PPHI","Sindh","Badin","Condom","9","2014","BHU Khalifo Qasim","75","100","20","155","0","0","62","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","POP","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","COC","9","2014","BHU Khalifo Qasim","11","9","9","11","0","0","12","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","ECP","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","Copper-T-380A","9","2014","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","Multiload","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","2-Month Inj","9","2014","BHU Khalifo Qasim","0","10","9","1","0","0","17","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","3-Month Inj","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","Implanon","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","Jadelle","9","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-9-2014","26-8-2015 13:40:06","26-8-2015 13:40:06","59.103.206.101"
"PPHI","Sindh","Badin","Condom","10","2014","BHU Khalifo Qasim","155","0","80","75","0","0","75","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","POP","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","COC","10","2014","BHU Khalifo Qasim","11","9","15","5","0","0","12","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","ECP","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","Copper-T-380A","10","2014","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","Multiload","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","2-Month Inj","10","2014","BHU Khalifo Qasim","1","0","1","0","0","0","7","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","3-Month Inj","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","Implanon","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","Jadelle","10","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-10-2014","27-8-2015 10:53:46","27-8-2015 10:53:46","59.103.195.6"
"PPHI","Sindh","Badin","Condom","11","2014","BHU Khalifo Qasim","75","100","75","100","0","0","58","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","POP","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","COC","11","2014","BHU Khalifo Qasim","5","21","5","21","0","0","10","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","ECP","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","Copper-T-380A","11","2014","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","Multiload","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","2-Month Inj","11","2014","BHU Khalifo Qasim","0","10","0","10","0","0","7","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","3-Month Inj","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","Implanon","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","Jadelle","11","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-11-2014","27-8-2015 12:54:00","27-8-2015 12:54:00","59.103.195.6"
"PPHI","Sindh","Badin","Condom","12","2014","BHU Khalifo Qasim","100","100","50","150","0","0","68","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","POP","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","COC","12","2014","BHU Khalifo Qasim","21","21","12","30","0","0","11","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","ECP","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","Copper-T-380A","12","2014","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","Multiload","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","2-Month Inj","12","2014","BHU Khalifo Qasim","10","10","0","20","0","0","7","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","3-Month Inj","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","Implanon","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","Jadelle","12","2014","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-12-2014","27-8-2015 15:57:25","27-8-2015 15:57:25","59.103.195.6"
"PPHI","Sindh","Badin","Condom","1","2015","BHU Khalifo Qasim","150","0","50","100","0","0","58","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","POP","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","COC","1","2015","BHU Khalifo Qasim","30","6","6","30","0","0","8","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","ECP","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","Copper-T-380A","1","2015","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","Multiload","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","2-Month Inj","1","2015","BHU Khalifo Qasim","20","10","8","22","0","0","6","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","3-Month Inj","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","Implanon","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","Jadelle","1","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-1-2015","28-8-2015 11:16:20","28-8-2015 11:16:20","59.103.194.162"
"PPHI","Sindh","Badin","Condom","2","2015","BHU Khalifo Qasim","100","100","150","50","0","0","83","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","POP","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","COC","2","2015","BHU Khalifo Qasim","30","9","15","24","0","0","11","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","ECP","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","Copper-T-380A","2","2015","BHU Khalifo Qasim","5","0","0","5","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","Multiload","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","2-Month Inj","2","2015","BHU Khalifo Qasim","22","10","6","26","0","0","5","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","3-Month Inj","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","Implanon","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","Jadelle","2","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-2-2015","28-8-2015 13:25:29","28-8-2015 13:25:29","59.103.194.162"
"PPHI","Sindh","Badin","Condom","3","2015","BHU Khalifo Qasim","50","200","150","100","0","0","117","","","1-3-2015","28-8-2015 16:55:17","28-8-2015 16:55:17","119.154.225.176"
"PPHI","Sindh","Badin","POP","3","2015","BHU Khalifo Qasim","0","0","0","0","0","0","0","","","1-3-2015","28-8-2015 16:55:17","28-8-2015 16:55:17","119.154.225.176"
